COURSE NUMBER,COURSE NAME,CRN,INSTRUCTOR,DAYS,TIME,BUILDING,ROOM,SEATS AVAILABLE
BIOL1103L,Concepts in Biology Laboratory,65537,Matthew Protsman,W,1240-1435,Science Learning Center,325,0
BIOL1103L,Concepts in Biology Laboratory,65539,Kristen Miller,W,1500-1655,Science Learning Center,325,4
BIOL1103L,Concepts in Biology Laboratory,65540,Annaliesse Reyes,R,1110-1305,Science Learning Center,325,6
BIOL1103L,Concepts in Biology Laboratory,68453,Annaliesse Reyes,R,1420-1615,Science Learning Center,325,4
BIOL1104,Organismal Biology,20270,Morgan Meyers,TR,0935-1050,Science Learning Center,285,42
BIOL1104,Organismal Biology,59993,Morgan Meyers,TR,1245-1400,Science Learning Center,285,15
BIOL1104L,Organismal Biology Laboratory,28399,Sofia Varriano,T,0800-0955,Science Learning Center,351,3
BIOL1104L,Organismal Biology Laboratory,28400,Kristen Miller,T,1110-1305,Science Learning Center,351,2
BIOL1104L,Organismal Biology Laboratory,28402,Andrea Banys,T,1420-1615,Science Learning Center,351,0
BIOL1104L,Organismal Biology Laboratory,28404,Andrea Banys,W,1020-1215,Science Learning Center,351,0
BIOL1104L,Organismal Biology Laboratory,28406,Kristen Miller,W,1240-1435,Science Learning Center,351,0
BIOL1104L,Organismal Biology Laboratory,28407,Henry Bagby,W,1500-1655,Science Learning Center,351,0
BIOL1104L,Organismal Biology Laboratory,28409,Sofia Varriano,R,0800-0955,Science Learning Center,351,8
BIOL1104L,Organismal Biology Laboratory,28411,Henry Bagby,R,1110-1305,Science Learning Center,351,5
BIOL1104L,Organismal Biology Laboratory,28412,Kristen Miller,R,1420-1615,Science Learning Center,351,0
BIOL1104L,Organismal Biology Laboratory,61859,Kristen Miller,F,0910-1105,Science Learning Center,351,0
BIOL1107,Principles of Biology I,20283,Michael McEachern,MWF,0910-1000,Science Learning Center,285,98
BIOL1107,Principles of Biology I,20288,Michael McEachern,MWF,1240-1330,Science Learning Center,285,69
BIOL1107,Principles of Biology I,43846,Jonathan Dees,TR,0800-0915,Science Learning Center,85,1
BIOL1107,Principles of Biology I,43848,Jonathan Dees,TR,1110-1225,Science Learning Center,85,0
BIOL1107,Principles of Biology I,43849,Jonathan Dees,TR,1420-1535,Science Learning Center,85,2
BIOL1107,Principles of Biology I,52050,Patricia Moore,MWF,1020-1110,Science Learning Center,85,0
BIOL1107L,Principles of Biology I Laboratory,28454,Stephanie Andino,M,0910-1105,Science Learning Center,312,0
BIOL1107L,Principles of Biology I Laboratory,28455,Tasneem Campwala,M,0910-1105,Science Learning Center,315,1
BIOL1107L,Principles of Biology I Laboratory,28458,Austine Eziukwu,M,1130-1325,Science Learning Center,311,1
BIOL1107L,Principles of Biology I Laboratory,28459,Stephanie Andino,M,1130-1325,Science Learning Center,312,0
BIOL1107L,Principles of Biology I Laboratory,28460,Tasneem Campwala,M,1130-1325,Science Learning Center,315,-1
BIOL1107L,Principles of Biology I Laboratory,28462,Austine Eziukwu,M,1350-1545,Science Learning Center,311,1
BIOL1107L,Principles of Biology I Laboratory,28463,Kristen Miller,M,1350-1545,Science Learning Center,312,0
BIOL1107L,Principles of Biology I Laboratory,28464,Morgan McArthur,M,1350-1545,Science Learning Center,315,0
BIOL1107L,Principles of Biology I Laboratory,28465,Matthew Gatto,T,0800-0955,Science Learning Center,311,0
BIOL1107L,Principles of Biology I Laboratory,28466,Joseph Manu,T,0800-0955,Science Learning Center,315,1
BIOL1107L,Principles of Biology I Laboratory,28467,Maiya Callender,T,1110-1305,Science Learning Center,311,0
BIOL1107L,Principles of Biology I Laboratory,28469,Kristen Miller,T,1110-1305,Science Learning Center,312,0
BIOL1107L,Principles of Biology I Laboratory,28470,Kristen Miller,T,1110-1305,Science Learning Center,315,0
BIOL1107L,Principles of Biology I Laboratory,28474,Arlyn Santiago-Garcia,T,1420-1615,Science Learning Center,311,0
BIOL1107L,Principles of Biology I Laboratory,28475,Kristen Miller,T,1420-1615,Science Learning Center,312,1
BIOL1107L,Principles of Biology I Laboratory,28476,Rowe Fowler,T,1420-1615,Science Learning Center,315,0
BIOL1107L,Principles of Biology I Laboratory,28477,Morgan McArthur,W,0800-0955,Science Learning Center,311,1
BIOL1107L,Principles of Biology I Laboratory,28478,James Hannon-Hatfield,W,0800-0955,Science Learning Center,312,0
BIOL1107L,Principles of Biology I Laboratory,28480,Mohammad Jameel,W,1020-1215,Science Learning Center,311,1
BIOL1107L,Principles of Biology I Laboratory,28481,James Hannon-Hatfield,W,1020-1215,Science Learning Center,312,1
BIOL1107L,Principles of Biology I Laboratory,41362,Rosan Adhikari,W,1020-1215,Science Learning Center,315,1
BIOL1107L,Principles of Biology I Laboratory,41363,Kristen Miller,W,1020-1215,Science Learning Center,321,0
BIOL1107L,Principles of Biology I Laboratory,41364,Mohammad Jameel,W,1240-1435,Science Learning Center,311,0
BIOL1107L,Principles of Biology I Laboratory,46246,Rowe Fowler,W,1240-1435,Science Learning Center,312,0
BIOL1107L,Principles of Biology I Laboratory,46247,Rosan Adhikari,W,1240-1435,Science Learning Center,315,0
BIOL1107L,Principles of Biology I Laboratory,46248,Rida Osman,W,1240-1435,Science Learning Center,321,0
BIOL1107L,Principles of Biology I Laboratory,50286,Anna Mercer,W,1500-1655,Science Learning Center,315,0
BIOL1107L,Principles of Biology I Laboratory,50287,Rida Osman,W,1500-1655,Science Learning Center,321,0
BIOL1107L,Principles of Biology I Laboratory,51206,Matthew Gatto,R,0800-0955,Science Learning Center,311,4
BIOL1107L,Principles of Biology I Laboratory,51207,Anna Mercer,R,0800-0955,Science Learning Center,312,2
BIOL1107L,Principles of Biology I Laboratory,58212,Joseph Manu,R,0800-0955,Science Learning Center,315,1
BIOL1107L,Principles of Biology I Laboratory,58213,Emily Chancellor,R,0800-0955,Science Learning Center,321,6
BIOL1107L,Principles of Biology I Laboratory,58214,Maiya Callender,R,1110-1305,Science Learning Center,311,0
BIOL1107L,Principles of Biology I Laboratory,58215,Amanda Schraub,R,1110-1305,Science Learning Center,312,0
BIOL1107L,Principles of Biology I Laboratory,58217,Kristen Miller,R,1110-1305,Science Learning Center,315,2
BIOL1107L,Principles of Biology I Laboratory,61860,Emily Chancellor,R,1110-1305,Science Learning Center,321,1
BIOL1107L,Principles of Biology I Laboratory,61862,Arlyn Santiago-Garcia,R,1420-1615,Science Learning Center,311,0
BIOL1107L,Principles of Biology I Laboratory,61863,Amanda Schraub,R,1420-1615,Science Learning Center,312,0
BIOL1107L,Principles of Biology I Laboratory,61865,Kristen Miller,F,0910-1105,Science Learning Center,311,5
BIOL1107L,Principles of Biology I Laboratory,65556,Kristen Miller,F,0910-1105,Science Learning Center,312,0
BIOL1108,Principles of Biology II,20292,Erin Dolan,TR,0935-1050,Science Learning Center,85,-1
BIOL1108,Principles of Biology II,20300,Carolyn Pucko,T,1900-2030,Building not yet assigned,Not set,19
BIOL1108,Principles of Biology II,20300,Carolyn Pucko,MWF,0910-1000,Zell B Miller Learning Center,171,19
BIOL1108,Principles of Biology II,43840,Carolyn Pucko,MWF,1130-1220,Zell B Miller Learning Center,101,0
BIOL1108,Principles of Biology II,43840,Carolyn Pucko,T,1900-2030,Building not yet assigned,Not set,0
BIOL1108,Principles of Biology II,43843,Carolyn Pucko,MWF,1350-1440,Zell B Miller Learning Center,148,19
BIOL1108,Principles of Biology II,43843,Carolyn Pucko,T,1900-2030,Building not yet assigned,Not set,19
BIOL1108,Principles of Biology II,56934,Jessica Barb,TR,1555-1710,Science Learning Center,285,86
BIOL1108,Principles of Biology II,56986,Jessica Barb,TR,1245-1400,Science Learning Center,85,0
BIOL1108L,Principles of Biology II Laboratory,28418,David Howington,M,1350-1545,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,28420,Jamal Hunter,M,1350-1545,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,28421,Christy Nguyen,M,1350-1545,Science Learning Center,305,0
BIOL1108L,Principles of Biology II Laboratory,28427,Lauren Galioto,T,0800-0955,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,28434,Anthony Mogelnicki,T,0800-0955,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,28435,Rhys Eshleman,T,0800-0955,Science Learning Center,305,0
BIOL1108L,Principles of Biology II Laboratory,28436,Emma Horne,T,0800-0955,Science Learning Center,306,1
BIOL1108L,Principles of Biology II Laboratory,28438,Lauren Galioto,T,1110-1305,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,28439,Desi Hoagland,T,1110-1305,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,28440,Christy Nguyen,T,1110-1305,Science Learning Center,305,0
BIOL1108L,Principles of Biology II Laboratory,28441,Jordan Bragg,T,1110-1305,Science Learning Center,306,0
BIOL1108L,Principles of Biology II Laboratory,28442,Benjamin Trendle,T,1420-1615,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,28443,Desi Hoagland,T,1420-1615,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,28444,Julia Hunt,T,1420-1615,Science Learning Center,305,0
BIOL1108L,Principles of Biology II Laboratory,28445,Patrick Smallwood,T,1420-1615,Science Learning Center,306,0
BIOL1108L,Principles of Biology II Laboratory,28446,Kristen Miller,W,0800-0955,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,28447,Jenna Cooley,W,0800-0955,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,28448,Rhys Eshleman,W,0800-0955,Science Learning Center,305,0
BIOL1108L,Principles of Biology II Laboratory,41537,Kristen Miller,W,1020-1215,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,41538,Jenna Cooley,W,1020-1215,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,41540,Kristen Miller,W,1020-1215,Science Learning Center,305,0
BIOL1108L,Principles of Biology II Laboratory,46259,Shane Gallagher,W,1020-1215,Science Learning Center,306,0
BIOL1108L,Principles of Biology II Laboratory,46261,Alyssa Quan,W,1240-1435,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,46262,Rachel Robertson,W,1240-1435,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,46263,Kristen Miller,W,1240-1435,Science Learning Center,305,0
BIOL1108L,Principles of Biology II Laboratory,46264,Shane Gallagher,W,1240-1435,Science Learning Center,306,0
BIOL1108L,Principles of Biology II Laboratory,46265,Alyssa Quan,W,1500-1655,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,46266,Rachel Robertson,W,1500-1655,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,46272,Julia Hunt,W,1500-1655,Science Learning Center,305,0
BIOL1108L,Principles of Biology II Laboratory,46273,David Howington,W,1500-1655,Science Learning Center,306,0
BIOL1108L,Principles of Biology II Laboratory,58219,Amanda Wong,R,0800-0955,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,58220,Anthony Mogelnicki,R,0800-0955,Science Learning Center,302,1
BIOL1108L,Principles of Biology II Laboratory,58221,Kristen Miller,R,0800-0955,Science Learning Center,305,1
BIOL1108L,Principles of Biology II Laboratory,58222,Amanda Wong,R,1110-1305,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,58223,Jamal Hunter,R,1110-1305,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,58224,Emma Horne,R,1110-1305,Science Learning Center,305,0
BIOL1108L,Principles of Biology II Laboratory,62903,Jordan Bragg,R,1110-1305,Science Learning Center,306,0
BIOL1108L,Principles of Biology II Laboratory,65571,Benjamin Trendle,R,1420-1615,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,65572,Emma Chandler,R,1420-1615,Science Learning Center,302,0
BIOL1108L,Principles of Biology II Laboratory,66051,Patrick Smallwood,R,1420-1615,Science Learning Center,306,0
BIOL1108L,Principles of Biology II Laboratory,66052,Kristen Miller,F,0910-1105,Science Learning Center,301,0
BIOL1108L,Principles of Biology II Laboratory,66093,Emma Chandler,F,0910-1105,Science Learning Center,306,0
BIOL1990,Orientation to Biology Degree Programs,20324,Mark Farmer,R,1555-1710,Biological Science,326,27
BIOL2107H,Principles of Biology I (Honors),35399,Tessa Andrews,TR,0935-1050,Science Learning Center,345,45
BIOL2108H,Principles of Biology II (Honors),20313,Megan Peterson,TR,1245-1400,Science Learning Center,345,23
BIOL3110L,Basic Skills in the Laboratory,20425,Jason O'Donnell,MW,0910-1220,Science Learning Center,322,0
BIOL3110L,Basic Skills in the Laboratory,20434,Jason O'Donnell,MW,1240-1550,Science Learning Center,322,0
BIOL3110L,Basic Skills in the Laboratory,20450,Jason O'Donnell,TR,0935-1225,Science Learning Center,322,0
BIOL3110L,Basic Skills in the Laboratory,20455,Jason O'Donnell,TR,1245-1535,Science Learning Center,322,1
BIOL3720L,Field Animal Behavior,69143,Instructor not yet assigned,No days set,-,Building not yet assigned,Not set,5
BIOL4060,Reproductive Endocrinology,28087,Adam Davis,MWF,1240-1330,Poultry Science Bldg.,14,6
BIOL4100,Biology Laboratory Teaching Internship,49621,Kristen Miller,T,1630-1720,Building not yet assigned,Not set,3
BIOL4200W,Science and Health Writing,57048,Holly Gallagher,TR,1420-1535,Biological Science,216,6
BIOL4261,Museum of Natural History Internship,62878,Suzanne Birch,No days set,0001-2359,No Classroom Required,NCRR,1
BIOL4300W,Scientific Research Writing,57055,Holly Gallagher,TR,0935-1050,Biological Science,216,5
BIOL4300W,Scientific Research Writing,60955,Holly Gallagher,TR,1110-1225,Conner Hall,311,13
BIOL4910,Advanced Topics in Biology,29844,Brian Forschler,MW,1020-1110,Biological Science,426,10
BIOL4960,Undergraduate Research in Biology,69528,James McClung,No days set,0001-2359,No Classroom Required,NCRR,4
BIOL4960R,Faculty-Mentored Undergraduate Research I,54733,Sheba MohanKumar,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,54734,Eric Harvill,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,54735,Lohitash Karumbaiah,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,54768,Krzysztof Czaja,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,54815,Molly Bolger,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,54817,Hiroshi Ichikawa,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,54978,Maor Bar-Peled,No days set,0001-2359,No Classroom Required,NCRR,2
BIOL4960R,Faculty-Mentored Undergraduate Research I,55004,Nadja Zeltner,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55005,Tai Guo,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55006,Stephen Wolf,No days set,0001-2359,No Classroom Required,NCRR,1
BIOL4960R,Faculty-Mentored Undergraduate Research I,55007,Samarchith Kurup,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55011,Laura Ellestad,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55012,Jesse Schank,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55013,Tessa Andrews,No days set,0001-2359,No Classroom Required,NCRR,-1
BIOL4960R,Faculty-Mentored Undergraduate Research I,55014,Timothy Bolger,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55015,Robert Pazdro,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55017,Patricia Yager,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55223,Kevin McCully,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55224,Joseph Kindler,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55225,Diana Downs,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55226,John Gonzalez,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55227,Lawrence Sweet,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55228,Julie Stanton,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55229,Marin Brewer,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55230,Jacek Gaertig,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55231,Arthur Edison,No days set,0001-2359,No Classroom Required,NCRR,1
BIOL4960R,Faculty-Mentored Undergraduate Research I,55232,Leigh Clark,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55233,Jennifer McDowell,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55234,Adrian Burd,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55235,Richard Hall,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55422,Savithri Nambeesan,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55423,Emily Noble,No days set,0001-2359,No Classroom Required,NCRR,0
BIOL4960R,Faculty-Mentored Undergraduate Research I,55424,Anumantha Kanthasamy,No days set,0001-2359,No Classroom Required,NCRR,0
